departure_id,departure_radius,destination_id,destination_radius,search_date,search_date_range
NULL,0,NULL,0,NULL,0
97,0,169,0,NULL,0
58,0,211,0,NULL,0
169,0,100,0,NULL,0
6639,30,NULL,0,NULL,1
30,0,228,0,NULL,0
228,50,53,0,NULL,0
169,0,NULL,0,NULL,0
73,0,194,0,NULL,0
194,0,30,0,NULL,0
84,50,169,0,NULL,0
194,0,84,0,"2012-06-18",0
134,0,30,0,NULL,0
209,0,30,0,NULL,0
58,0,211,0,NULL,0
194,0,69,0,NULL,0
142,0,194,0,NULL,0
30,0,310,0,"2012-06-10",0
73,0,194,0,NULL,0
97,0,310,0,NULL,0
32,0,315,0,NULL,0
228,0,229,0,NULL,0
179,0,228,0,NULL,0
171,0,44,0,NULL,0
58,0,211,0,NULL,0
30,0,179,0,NULL,0
194,0,30,0,NULL,0
97,50,70,50,NULL,0
48,50,228,50,NULL,0
179,0,228,0,NULL,0
6036,0,73,0,NULL,0
113,0,81,0,NULL,0
97,0,169,0,NULL,0
209,0,30,0,NULL,0
58,0,166,0,NULL,0
134,0,0,0,NULL,0
53,0,194,0,NULL,0
NULL,0,84,0,NULL,1
209,0,30,0,NULL,0
171,0,44,0,NULL,0
179,0,228,0,NULL,0
32,0,315,0,NULL,0
73,50,2196,50,NULL,1
2132,0,97,0,NULL,0
58,0,166,0,NULL,0
30,0,203,0,NULL,0
175,0,30,0,NULL,0
48,50,228,50,NULL,0
30,0,179,0,NULL,0
30,0,131,0,NULL,0
229,0,212,0,"2012-06-10",0
228,0,229,0,NULL,0
209,0,30,0,NULL,0
6036,0,73,0,NULL,0
355,0,194,0,NULL,0
351,0,7056,0,NULL,0
48,50,228,50,NULL,0
194,0,30,0,NULL,0
138,0,270,0,NULL,0
224,0,138,20,"2012-06-30",1
310,0,53,0,NULL,0
169,0,246,0,NULL,0
194,0,84,0,"2012-06-18",0
58,0,166,0,NULL,0
228,0,8394,0,NULL,0
32,0,315,0,NULL,0
351,0,228,0,NULL,0
178,50,5440,50,"2012-06-11",1
310,20,30,20,"2012-06-10",0
48,50,228,50,NULL,0
134,0,0,0,NULL,0
97,0,310,0,NULL,0
351,0,30,0,NULL,0
73,0,2196,0,NULL,1
315,30,140,0,NULL,0
194,0,30,0,NULL,0
209,0,30,0,NULL,0
263,0,69,0,NULL,0
48,50,228,50,NULL,0
32,0,315,0,NULL,0
44,0,55,0,NULL,0
6036,0,179,0,NULL,0
30,0,279,0,NULL,0
134,0,30,0,NULL,0
209,0,30,0,NULL,0
6036,0,73,0,NULL,0
53,0,194,0,NULL,0
194,0,84,0,"2012-06-17",0
30,0,131,0,NULL,0
97,0,310,0,NULL,0
194,0,30,0,NULL,0
134,0,30,0,NULL,0
30,0,179,0,NULL,0
169,0,8461,0,NULL,0
86,30,45,0,NULL,0
191,0,222,0,NULL,0
73,0,2196,0,NULL,1
86,20,45,0,NULL,0
228,0,212,0,"2012-06-10",0
194,0,30,0,NULL,0
209,0,30,0,NULL,0
229,0,212,0,"2012-06-10",0
279,0,175,0,NULL,0
100,0,206,10,NULL,0
191,0,222,0,NULL,0
97,0,6036,0,NULL,0
351,0,228,0,NULL,0
8462,0,169,0,NULL,0
0,0,381,0,NULL,0
97,0,310,0,NULL,0
86,20,44,0,NULL,0
138,0,270,0,NULL,0
131,0,69,0,NULL,0
194,0,30,0,NULL,0
73,0,6036,0,NULL,0
44,50,97,50,NULL,0
69,0,194,0,NULL,0
308,0,30,0,NULL,0
263,0,69,0,NULL,0
179,0,297,0,NULL,0
86,30,44,0,NULL,0
194,0,84,0,"2012-06-10",0
166,50,93,50,NULL,4
30,0,134,0,NULL,0
191,0,222,0,NULL,0
134,0,228,0,NULL,3
84,50,169,50,NULL,0
228,0,338,0,NULL,0
351,0,228,0,NULL,0
97,0,310,0,NULL,0
97,0,5463,0,NULL,0
134,0,93,0,NULL,0
229,0,212,0,"2012-06-10",0
NULL,0,84,0,NULL,1
194,0,84,0,"2012-06-10",0
166,50,93,50,NULL,4
84,50,169,0,NULL,0
209,0,30,0,NULL,0
100,0,206,10,NULL,0
351,0,228,0,NULL,0
97,0,310,0,NULL,0
81,0,113,0,NULL,0
169,0,100,0,NULL,0
308,0,30,0,NULL,0
297,0,353,0,NULL,4
2132,0,97,0,NULL,0
30,0,138,0,NULL,0
166,50,93,50,NULL,4
73,0,2196,0,NULL,1
191,0,222,0,NULL,0
310,0,299,0,NULL,0
5469,0,179,0,NULL,0
310,0,97,0,NULL,0
310,20,30,20,"2012-06-10",0
30,20,178,20,NULL,NULL
30,0,279,0,NULL,0
229,0,97,0,"2012-06-12",0
194,0,84,0,"2012-06-10",0
NULL,0,84,0,NULL,1
73,0,194,0,NULL,0
84,50,169,0,NULL,0
86,30,44,0,NULL,0
228,0,NULL,0,NULL,NULL
0,0,381,0,NULL,0
7061,10,NULL,10,NULL,3
30,0,138,0,NULL,0
6639,30,NULL,0,NULL,1
30,0,134,0,NULL,1
69,0,97,0,NULL,0
228,0,22,20,NULL,1
32,0,315,0,NULL,0
194,0,84,0,"2012-06-10",0
69,0,131,0,"2012-05-31",0
134,20,209,10,NULL,0
30,0,131,0,NULL,0
32,0,315,0,NULL,0
166,50,93,50,NULL,4
179,0,229,0,NULL,0
211,0,30,0,NULL,0
293,0,30,0,NULL,0
308,0,30,0,NULL,0
228,0,254,0,"2012-06-10",0
351,0,228,0,NULL,0
NULL,0,84,0,NULL,1
134,0,14,0,NULL,3
32,0,315,0,NULL,0
30,0,310,0,"2012-06-10",0
107,20,243,20,NULL,0
30,0,179,0,NULL,0
310,0,97,0,NULL,0
169,0,170,0,NULL,0
30,20,310,20,"2012-06-17",0
32,0,315,0,NULL,0
30,20,198,20,NULL,NULL
228,0,317,0,NULL,0
84,50,251,0,NULL,0
32,0,315,0,NULL,0
97,50,70,50,NULL,0
6795,0,179,0,NULL,0
194,0,84,0,"2012-06-10",0
30,0,179,0,NULL,0
169,0,310,0,NULL,0
166,50,93,50,NULL,4
NULL,0,84,0,NULL,1
134,0,0,0,NULL,0
211,0,30,0,NULL,0
310,0,179,0,NULL,0
297,0,353,0,NULL,4
191,0,222,0,NULL,0
228,0,212,0,"2012-06-10",0
2174,50,97,0,"2012-06-10",0
134,0,36,40,NULL,0
30,0,134,0,NULL,1
44,0,179,0,NULL,0
166,50,93,50,NULL,4
163,0,53,0,NULL,0
NULL,0,84,0,NULL,1
30,0,279,0,NULL,0
209,0,30,0,NULL,0
310,0,97,0,NULL,3
273,0,NULL,0,NULL,NULL
32,0,315,0,NULL,0
70,0,69,0,NULL,0
100,0,206,10,NULL,0
121,0,134,0,NULL,0
194,0,30,0,NULL,0
308,0,30,0,NULL,0
380,0,134,0,NULL,0
5469,0,179,0,NULL,0
30,0,310,0,"2012-06-10",0
194,50,175,0,NULL,0
194,0,30,0,NULL,0
6639,30,NULL,0,NULL,1
97,50,248,20,NULL,0
169,0,100,0,NULL,0
212,0,228,0,NULL,0
37,0,6036,0,"2012-07-23",0
351,0,228,0,NULL,0
134,0,0,0,NULL,0
310,0,181,0,NULL,0
30,0,134,0,NULL,0
81,0,30,0,NULL,0
279,0,69,0,NULL,0
170,0,179,0,NULL,0
134,0,36,40,NULL,0
30,0,310,0,"2012-06-10",0
97,0,310,0,NULL,0
32,0,315,0,NULL,0
211,0,30,0,NULL,0
169,0,104,0,NULL,0
30,0,138,0,NULL,0
NULL,0,84,0,NULL,1
30,0,81,0,NULL,0
163,0,53,0,NULL,0
169,0,200,30,NULL,0
100,0,169,0,NULL,0
0,0,381,0,NULL,0
169,0,228,0,NULL,0
69,0,73,0,NULL,1
163,0,53,0,NULL,0
228,0,229,0,NULL,0
97,50,248,20,NULL,0
30,0,134,0,NULL,1
228,0,7684,0,NULL,0
228,0,292,20,NULL,1
44,0,179,0,NULL,0
30,0,310,0,"2012-06-10",0
310,20,30,20,"2012-06-17",0
5463,0,228,0,NULL,1
163,0,53,0,NULL,0
97,0,310,0,NULL,0
NULL,50,97,0,"2012-06-10",0
NULL,0,84,0,NULL,1
30,0,131,0,NULL,0
100,0,169,0,NULL,0
134,0,14,0,NULL,3
30,0,229,0,NULL,0
380,0,134,0,NULL,0
0,0,381,0,NULL,0
30,0,179,0,NULL,0
169,0,170,0,NULL,0
134,0,0,0,NULL,0
279,0,53,0,NULL,0
169,0,NULL,0,NULL,0
246,0,69,0,NULL,0
NULL,0,84,0,NULL,1
37,0,6036,0,"2012-07-23",0
163,0,53,0,NULL,0
44,0,179,0,NULL,0
169,0,NULL,0,NULL,0
30,0,310,0,"2012-06-10",0
255,0,228,0,NULL,0
228,0,7684,0,NULL,0
30,0,134,0,NULL,0
194,0,30,0,NULL,0
NULL,0,84,0,NULL,1
235,0,209,0,NULL,0
30,0,134,0,NULL,0
30,0,279,0,NULL,0
308,0,30,0,NULL,0
97,0,44,0,NULL,0
134,0,14,0,NULL,3
7718,20,170,0,NULL,0
351,0,310,0,NULL,0
194,0,30,0,NULL,0
86,20,44,0,NULL,0
5463,0,228,0,"2012-06-14",1
297,0,23,0,NULL,4
381,0,NULL,0,NULL,0
194,0,84,0,"2012-06-10",0
169,0,NULL,0,NULL,0
30,0,228,0,NULL,0
60,30,3105,40,NULL,0
169,0,170,0,NULL,0
246,0,69,0,NULL,0
134,0,0,0,NULL,0
228,10,3115,40,NULL,0
30,0,279,0,NULL,0
228,0,310,0,NULL,0
97,0,310,0,NULL,0
NULL,0,7056,0,NULL,NULL
279,0,134,0,NULL,0
60,30,3105,40,NULL,0
228,0,7684,0,NULL,0
30,20,310,20,"2012-06-15",0
30,0,279,0,NULL,0
297,0,23,0,NULL,4
310,0,30,0,NULL,0
30,0,81,0,NULL,0
30,0,131,0,NULL,0
43,0,30,0,NULL,0
60,30,3105,40,NULL,0
381,0,NULL,0,NULL,NULL
NULL,0,8835,0,NULL,0
279,0,134,0,NULL,0
278,50,228,0,NULL,0
228,0,97,0,NULL,0
310,0,213,0,NULL,0
170,50,228,50,NULL,2
228,0,2196,0,NULL,0
308,0,30,0,NULL,0
273,0,7729,20,NULL,0
310,0,179,0,NULL,0
30,0,120,0,NULL,0
6,50,254,50,NULL,4
86,20,30,10,"2012-06-13",0
NULL,0,8835,0,NULL,0
228,0,97,0,NULL,0
228,0,7684,0,NULL,0
140,0,30,0,NULL,1
134,0,0,0,NULL,0
163,0,53,0,NULL,0
3105,30,60,40,NULL,0
97,0,310,0,NULL,0
134,0,36,40,NULL,0
235,0,209,0,NULL,0
107,20,243,20,NULL,0
246,0,69,0,NULL,0
228,0,310,0,NULL,0
228,0,310,0,NULL,0
44,0,30,0,NULL,0
278,50,228,0,NULL,0
69,0,131,0,"2012-05-31",0
22,0,246,0,"2012-06-15",0
69,0,30,0,"2012-05-31",0
73,0,6036,0,NULL,0
140,0,30,0,NULL,1
30,0,134,0,NULL,0
2196,0,228,0,NULL,1
97,50,248,0,NULL,0
97,50,248,0,NULL,0
246,0,69,0,NULL,0
351,0,228,0,NULL,0
69,0,30,0,"2012-05-31",0
134,0,279,0,"2012-07-30",0
341,0,30,0,NULL,1
283,50,179,0,NULL,0
NULL,0,228,0,NULL,0
86,20,30,10,"2012-06-13",0
310,0,170,0,NULL,0
6,50,254,50,NULL,0
73,0,6036,0,NULL,0
351,0,310,0,NULL,0
30,0,131,0,NULL,0
134,0,0,0,NULL,0
228,0,310,0,NULL,0
30,0,134,0,NULL,0
310,0,179,0,NULL,0
163,0,53,0,NULL,0
228,0,7684,0,NULL,0
100,0,97,0,NULL,0
134,0,279,0,"2012-07-30",0
169,0,120,0,NULL,0
2142,50,97,0,NULL,0
179,50,163,50,NULL,0
30,0,138,0,NULL,0
140,0,30,0,NULL,1
30,10,229,20,NULL,0
30,0,134,0,NULL,1
97,0,170,0,NULL,0
246,0,69,0,NULL,0
310,0,179,0,NULL,0
194,0,97,0,NULL,0
70,0,69,0,NULL,0
6795,0,179,0,NULL,0
58,0,282,0,NULL,0
283,50,179,0,NULL,0
86,10,30,10,"2012-06-13",0
100,0,97,0,NULL,0
69,0,30,0,"2012-05-31",0
30,0,279,0,NULL,0
107,20,243,20,NULL,0
69,0,30,0,"2012-05-31",0
224,0,138,0,"2012-06-30",1
163,0,187,50,NULL,0
73,0,6036,0,NULL,0
228,0,310,0,NULL,0
235,0,209,0,NULL,0
169,0,120,0,NULL,0
169,0,30,0,NULL,0
107,20,243,10,NULL,0
163,0,187,50,NULL,0
69,0,30,0,"2012-05-31",0
58,0,282,0,NULL,0
7056,10,7061,10,NULL,3
67,0,351,50,NULL,0
69,0,131,0,"2012-05-31",0
6795,0,179,0,NULL,0
3105,30,60,40,NULL,0
351,0,228,0,NULL,0
2196,0,228,0,NULL,1
7056,10,7061,10,NULL,0
224,0,138,0,"2012-06-30",1
228,0,2196,0,NULL,0
169,0,120,0,NULL,0
181,40,228,30,NULL,1
86,10,30,10,"2012-06-13",0
14,0,30,0,NULL,0
97,0,253,0,NULL,0
NULL,0,228,0,NULL,0
134,0,0,0,NULL,0
138,0,270,0,NULL,0
351,0,228,0,NULL,0
7056,0,7061,0,NULL,0
134,0,279,0,"2012-07-30",0
30,0,279,0,NULL,0
134,0,30,0,NULL,0
140,0,30,0,NULL,1
134,0,14,0,NULL,3
97,0,310,0,NULL,0
138,0,44,0,NULL,0
134,0,14,0,NULL,3
134,0,14,0,NULL,3
308,0,30,0,NULL,0
138,0,134,0,NULL,0
235,0,209,0,NULL,0
69,0,30,0,"2012-05-31",0
194,0,30,0,NULL,0
134,20,344,50,NULL,0
30,0,30,0,NULL,0
69,0,30,0,"2012-05-31",0
169,0,97,0,NULL,0
107,10,243,10,NULL,0
54,0,253,0,NULL,0
7675,0,97,0,NULL,0
138,0,134,0,NULL,0
97,0,229,0,NULL,0
229,0,138,0,NULL,0
194,0,30,0,NULL,0
86,10,30,10,"2012-06-13",0
194,0,69,0,NULL,0
181,0,228,0,NULL,0
7061,0,7056,0,NULL,0
235,0,209,0,NULL,0
279,0,69,0,NULL,0
30,10,229,20,NULL,0
30,0,279,0,NULL,0
169,0,192,0,NULL,1
179,0,69,0,NULL,0
8457,30,97,0,NULL,2
2196,0,228,0,NULL,1
5988,0,5993,0,NULL,0
97,0,30,10,NULL,0
228,0,310,0,NULL,0
7061,0,7056,0,NULL,0
138,0,351,0,NULL,NULL
107,0,243,0,NULL,0
7675,0,97,0,NULL,0
30,0,30,0,NULL,0
7061,0,7056,0,NULL,0
134,0,36,40,NULL,0
134,0,279,0,"2012-07-30",0
194,0,69,0,NULL,0
30,0,93,0,NULL,0
14,0,30,0,NULL,0
30,10,140,10,NULL,0
7061,10,7056,10,NULL,0
310,10,97,10,NULL,0
5988,0,5993,0,NULL,0
97,0,30,10,NULL,0
228,0,NULL,0,NULL,0
228,0,NULL,0,NULL,0
30,0,30,0,NULL,0
5463,0,228,0,"2012-06-14",1
228,0,NULL,0,NULL,0
134,0,93,0,NULL,0
2196,0,228,0,NULL,1
228,0,NULL,0,NULL,0
228,0,NULL,0,NULL,0
178,20,30,20,NULL,0
30,10,229,20,NULL,0
253,0,97,0,NULL,0
97,50,248,0,NULL,0
229,0,138,0,NULL,0
142,0,194,0,NULL,0
228,0,NULL,0,NULL,0
310,0,100,0,NULL,0
315,10,317,10,NULL,0
7061,10,7056,10,NULL,4
30,0,93,0,NULL,0
228,0,NULL,0,NULL,0
310,0,100,0,NULL,0
341,50,1,50,"2012-06-11",0
7061,10,7056,10,NULL,0
30,0,279,0,NULL,0
23,0,69,0,NULL,0
134,0,279,0,NULL,0
134,0,228,0,NULL,0
273,0,7729,20,NULL,0
194,0,30,0,NULL,0
30,20,310,20,"2012-06-15",0
169,0,170,0,NULL,0
30,0,138,0,NULL,0
317,10,315,10,NULL,0
235,0,209,0,NULL,0
5988,0,5993,0,NULL,0
2196,0,228,0,NULL,0
30,0,30,0,NULL,0
170,50,228,50,NULL,2
30,0,93,0,NULL,0
7061,0,7056,0,NULL,0
228,10,3115,30,NULL,0
228,0,246,0,NULL,4
341,50,1,50,"2012-06-11",0
228,10,3115,30,NULL,0
7675,0,97,0,NULL,0
169,0,170,0,NULL,0
5762,0,5717,0,NULL,0
7061,0,7056,0,NULL,0
134,0,228,0,NULL,0
30,0,279,0,NULL,0
30,0,7700,0,NULL,0
134,20,344,50,NULL,0
175,0,134,0,NULL,0
169,0,170,0,NULL,0
370,0,97,0,NULL,0
181,0,228,0,NULL,0
194,0,30,0,NULL,0
134,0,246,0,NULL,NULL
310,0,103,0,NULL,0
310,0,228,0,NULL,0
228,50,53,0,NULL,0
30,0,134,0,NULL,1
7061,0,7056,0,NULL,0
30,0,93,0,NULL,0
67,0,170,0,NULL,0
169,0,170,0,NULL,0
254,0,228,0,NULL,0
181,0,228,0,NULL,0
229,0,138,0,NULL,0
30,0,7700,0,NULL,0
23,0,69,0,NULL,0
134,0,246,0,NULL,NULL
134,0,138,0,NULL,0
175,10,93,10,NULL,0
58,0,282,0,NULL,0
194,0,69,0,NULL,0
169,0,100,0,NULL,0
2196,0,100,0,NULL,0
179,0,299,0,NULL,0
179,0,299,0,NULL,0
30,0,8750,50,NULL,1
211,0,282,0,NULL,0
228,0,NULL,0,NULL,0
224,0,138,0,"2012-06-30",1
134,20,344,50,NULL,0
175,0,134,0,NULL,0
134,0,36,40,NULL,0
179,0,299,0,NULL,1
113,0,179,0,NULL,0
23,0,69,0,NULL,0
2196,0,100,0,NULL,0
209,0,30,0,NULL,0
194,0,69,0,NULL,0
96,0,131,0,NULL,0
134,0,246,0,NULL,NULL
169,0,170,0,NULL,0
175,0,134,0,NULL,0
7675,0,95,0,NULL,0
2196,0,100,0,NULL,0
30,0,93,0,NULL,0
228,0,NULL,0,NULL,0
175,0,134,0,NULL,0
30,0,138,0,NULL,0
58,0,282,0,NULL,0
2196,0,228,0,NULL,0
310,0,228,0,NULL,0
228,0,7729,20,NULL,0
228,0,30,0,NULL,0
30,10,229,20,NULL,0
30,0,229,0,NULL,0
181,0,228,0,NULL,0
134,0,279,0,NULL,0
229,0,138,0,NULL,0
229,0,169,0,"2012-06-01",1
179,0,6795,0,NULL,0
213,50,170,0,NULL,0
211,0,330,50,NULL,0
181,0,228,0,NULL,0
228,50,53,0,NULL,0
270,0,5463,0,NULL,0
235,0,209,0,NULL,0
209,0,30,0,NULL,0
58,0,283,0,NULL,0
169,0,170,0,NULL,0
181,40,228,30,NULL,1
30,0,134,0,NULL,1
134,0,279,0,NULL,0
175,0,134,0,NULL,0
310,0,228,0,NULL,0
181,40,228,30,NULL,1
118,50,349,50,NULL,0
0,0,381,0,NULL,0
297,0,117,0,NULL,4
229,0,138,0,NULL,0
228,0,5463,0,NULL,1
30,0,138,0,NULL,0
228,0,229,0,NULL,0
194,0,69,0,NULL,0
235,0,209,0,NULL,0
351,0,279,0,NULL,0
209,0,30,0,NULL,0
169,0,104,0,NULL,0
30,0,229,0,NULL,0
67,0,351,50,NULL,0
310,0,97,0,NULL,0
194,0,96,0,NULL,0
30,0,138,0,NULL,0
243,20,138,0,NULL,0
175,0,134,0,NULL,0
211,0,282,0,NULL,0
228,0,84,0,NULL,0
194,0,69,0,NULL,0
58,0,283,0,NULL,0
11,0,351,0,NULL,0
228,0,NULL,0,NULL,0
5463,0,228,0,"2012-06-14",1
351,0,134,0,NULL,0
297,0,117,0,NULL,1
2139,50,97,0,NULL,0
179,0,69,0,NULL,0
30,10,229,20,NULL,0
243,20,138,0,NULL,0
1,0,140,0,NULL,NULL
270,0,5463,0,NULL,0
169,0,104,0,NULL,0
118,50,129,50,NULL,0
228,0,84,0,NULL,0
292,0,194,0,NULL,0
179,0,229,0,NULL,0
30,0,134,0,NULL,1
2196,0,100,0,NULL,0
169,0,104,0,NULL,0
228,0,194,0,NULL,0
5463,0,5443,0,NULL,0
209,0,30,0,NULL,0
310,0,203,0,NULL,0
134,0,279,0,NULL,0
310,0,228,0,NULL,0
228,0,NULL,0,NULL,0
292,0,194,0,NULL,0
0,0,381,0,NULL,0
118,50,86,50,NULL,0
67,0,351,50,NULL,0
279,0,30,0,NULL,0
211,0,282,0,NULL,0
2196,0,100,0,NULL,0
30,0,134,0,NULL,1
44,0,30,0,NULL,0
2139,50,97,0,NULL,0
160,0,310,0,NULL,0
228,0,194,0,NULL,NULL
229,0,138,0,NULL,0
2196,0,100,0,NULL,0
5993,30,5905,30,"2012-06-16",4
279,0,69,0,NULL,0
212,0,24,0,NULL,0
228,0,7729,20,NULL,0
2196,0,100,0,NULL,0
134,0,97,0,NULL,0
2196,0,100,0,NULL,0
134,0,24,0,NULL,NULL
NULL,0,5463,0,NULL,0
0,0,381,0,NULL,0
229,0,169,0,NULL,1
5905,30,5993,30,"2012-06-16",4
134,0,24,0,NULL,0
118,50,67,50,NULL,0
67,0,351,50,NULL,0
2196,0,100,0,NULL,0
NULL,0,228,0,NULL,0
0,0,381,0,NULL,0
310,0,279,0,NULL,0
58,0,113,0,NULL,0
45,0,30,0,NULL,0
131,0,30,0,NULL,0
2139,50,97,0,NULL,0
292,0,194,0,NULL,0
228,0,194,0,NULL,0
209,0,30,0,NULL,0
179,0,69,0,NULL,0
2196,0,100,0,NULL,0
254,0,246,0,NULL,0
310,0,97,0,NULL,0
134,0,24,0,NULL,0
11,0,54,0,NULL,0
118,50,67,50,NULL,0
131,0,30,0,NULL,NULL
2196,0,100,0,NULL,0
131,0,30,0,NULL,0
297,0,353,0,NULL,1
279,0,134,0,NULL,0
228,0,NULL,0,NULL,0
228,0,24,0,NULL,0
22,0,351,0,NULL,0
131,0,30,0,NULL,0
69,0,131,0,"2012-05-31",0
5436,0,246,0,NULL,0
2139,50,97,0,NULL,0
209,0,30,0,NULL,0
134,0,228,0,NULL,0
140,50,25,50,NULL,0
131,0,30,0,NULL,0
228,0,194,0,NULL,0
282,0,30,0,NULL,0
2196,0,100,0,NULL,0
246,0,6036,0,NULL,2
3112,0,134,0,"2012-06-25",0
228,0,110,0,NULL,0
229,0,138,0,NULL,0
131,0,30,0,NULL,0
178,20,30,20,NULL,0
5463,0,228,0,NULL,0
228,0,NULL,0,NULL,0
263,0,84,0,NULL,0
228,0,5436,0,NULL,0
243,20,138,0,NULL,0
30,0,97,0,NULL,0
134,0,97,0,NULL,0
211,0,282,0,NULL,0
209,0,30,0,NULL,0
5463,0,246,0,NULL,0
310,0,213,0,NULL,0
2196,0,100,0,NULL,0
310,0,213,0,NULL,0
67,0,351,50,NULL,0
179,0,69,0,NULL,0
30,0,97,0,NULL,0
2196,0,100,0,NULL,0
118,50,73,50,NULL,0
2196,0,100,0,NULL,0
134,0,6815,0,NULL,0
2196,0,100,0,NULL,0
292,0,194,0,NULL,0
134,0,30,0,NULL,0
209,0,30,0,NULL,0
2196,0,100,0,NULL,0
292,0,194,0,NULL,0
310,0,228,0,NULL,0
97,0,170,0,NULL,0
0,0,381,0,NULL,0
69,0,131,0,"2012-05-31",0
5479,0,7858,0,NULL,0
2196,0,100,0,NULL,0
5463,0,246,0,NULL,0
351,0,134,0,NULL,0
131,0,30,0,NULL,0
292,0,194,0,NULL,0
1,0,69,0,NULL,0
2196,0,100,0,NULL,0
118,50,67,50,NULL,0
134,0,30,0,NULL,0
5436,0,246,0,NULL,0
8462,30,8783,50,NULL,0
14,0,30,0,NULL,0
134,0,97,0,NULL,0
3112,0,134,0,"2012-06-25",0
NULL,0,228,0,NULL,0
292,0,194,0,NULL,0
228,50,53,0,NULL,0
30,0,134,0,NULL,1
228,0,134,0,NULL,0
228,0,NULL,0,NULL,0
228,0,110,0,NULL,0
7775,10,228,0,NULL,0
NULL,0,228,0,NULL,0
5436,0,246,0,NULL,0
292,0,194,0,NULL,0
14,0,310,0,NULL,0
310,0,97,0,NULL,0
212,0,4,40,NULL,0
97,10,138,10,NULL,0
67,20,134,50,NULL,0
212,0,4,20,NULL,0
2139,50,97,0,NULL,0
212,0,4,0,NULL,0
134,0,24,0,NULL,0
224,20,30,20,NULL,0
67,20,134,40,NULL,0
118,50,36,50,NULL,0
5479,0,7858,0,NULL,0
5905,20,5993,20,"2012-06-16",4
NULL,0,228,0,NULL,0
97,0,NULL,0,NULL,0
310,0,228,0,NULL,0
228,0,194,0,NULL,0
69,0,179,0,NULL,0
229,0,138,0,NULL,0
30,0,134,0,NULL,1
229,0,169,0,NULL,1
140,50,25,50,NULL,0
263,0,84,0,NULL,0
30,0,246,0,NULL,0
315,0,179,0,NULL,0
97,10,138,10,NULL,0
30,0,134,0,NULL,1
2141,10,58,50,NULL,0
0,0,381,0,NULL,0
134,0,209,0,NULL,0
140,50,25,50,NULL,0
134,0,228,0,NULL,0
194,0,30,0,NULL,0
203,0,43,0,NULL,0
118,50,73,50,NULL,0
0,0,381,0,NULL,0
142,0,95,0,NULL,0
6696,0,228,0,NULL,0
228,0,NULL,0,NULL,0
73,0,97,0,NULL,0
30,0,252,0,NULL,0
134,0,147,0,NULL,0
315,0,179,0,NULL,0
203,0,43,0,NULL,0
97,10,138,10,NULL,0
310,0,228,0,NULL,0
173,40,170,50,NULL,1
138,0,7768,0,NULL,0
175,0,30,0,NULL,0
228,0,347,0,NULL,1
118,50,70,50,NULL,0
279,0,30,0,NULL,0
142,0,95,0,NULL,0
2196,0,315,0,NULL,2
30,0,246,0,NULL,0
0,0,381,0,NULL,0
67,40,134,20,NULL,0
228,50,53,0,NULL,0
179,0,18,50,NULL,0
203,0,346,0,NULL,0
97,0,152,0,NULL,0
3112,0,134,0,"2012-06-25",0
203,10,346,10,NULL,0
3105,30,60,40,NULL,0
67,20,134,20,NULL,0
315,0,179,0,NULL,0
381,0,NULL,0,NULL,0
138,0,44,0,NULL,0
6678,0,228,0,NULL,0
118,50,349,50,NULL,0
194,0,30,0,NULL,0
142,0,95,0,NULL,0
134,0,279,0,NULL,0
351,0,134,0,NULL,0
228,0,110,0,NULL,0
203,10,346,10,NULL,0
97,10,138,10,NULL,0
67,0,134,0,NULL,0
381,0,NULL,0,NULL,0
134,0,30,0,NULL,0
5463,0,228,0,"2012-06-14",1
297,0,353,0,NULL,4
97,0,152,0,NULL,0
178,20,30,20,NULL,0
134,0,93,0,NULL,0
315,0,2196,0,NULL,1
134,0,30,0,NULL,0
22,0,138,40,NULL,0
228,0,NULL,0,NULL,0
5463,0,228,0,"2012-06-14",1
224,0,138,0,"2012-06-30",1
219,20,314,40,NULL,0
194,0,30,0,NULL,0
134,0,43,0,NULL,0
228,0,30,0,NULL,0
134,0,30,0,NULL,0
134,0,30,0,NULL,0
30,0,252,0,NULL,0
22,0,138,40,NULL,0
370,0,95,0,NULL,0
5463,0,228,0,"2012-06-14",1
310,0,100,0,NULL,0
203,10,346,10,NULL,0
134,0,279,0,NULL,0
30,0,246,0,NULL,0
118,50,62,50,NULL,0
6579,0,228,0,NULL,0
194,0,30,0,NULL,0
179,0,229,0,NULL,0
219,40,314,20,NULL,0
5463,0,228,0,"2012-06-14",1
310,0,228,0,NULL,0
228,0,181,0,NULL,0
175,0,30,0,NULL,0
175,0,134,0,NULL,0
203,0,346,0,NULL,0
279,0,53,0,NULL,0
30,10,224,20,NULL,0
134,0,93,0,NULL,0
301,50,163,50,NULL,0
246,0,152,0,NULL,0
14,0,310,0,NULL,0
270,0,228,0,NULL,0
30,0,69,0,NULL,0
30,0,246,0,NULL,0
97,10,138,10,NULL,0
270,0,228,0,NULL,0
2141,10,58,50,NULL,0
228,0,NULL,0,NULL,0
134,0,43,0,NULL,0
30,0,69,0,NULL,0
5463,0,228,0,"2012-06-14",1
14,0,30,0,NULL,0
134,20,200,0,NULL,1
310,0,100,0,NULL,0
194,0,353,0,NULL,0
30,0,69,0,NULL,0
203,0,43,0,NULL,0
14,0,8536,50,NULL,1
69,0,179,0,NULL,0
97,10,138,10,NULL,0
2196,0,100,0,NULL,0
134,0,43,0,NULL,0
5453,20,69,0,NULL,0
